index;Dato Numérico;fecha_key;ubicacion_key;regimen_key
978;23.868,00;8;8;2
979;23.799,00;4;8;2
980;24.804,00;9;8;2
981;12.671,00;5;9;2
982;12.599,00;6;9;2
983;35.812,00;0;9;2
984;37.434,00;1;9;2
985;39.769,00;2;9;2
986;41.353,00;3;9;2
987;39.965,00;8;9;2
988;40.087,00;4;9;2
989;41.161,00;9;9;2
990;13.122,00;5;7;2
991;13.166,00;6;7;2
992;23.291,00;0;7;2
993;25.302,00;1;7;2
994;30.847,00;2;7;2
995;31.821,00;3;7;2
996;29.571,00;8;7;2
997;30.557,00;4;7;2
998;30.277,00;9;7;2
999;5.576.330,00;5;4;3
1000;5.622.676,00;6;4;3
1001;5.757.190,00;0;4;3
1002;5.972.306,00;1;4;3
1003;6.023.080,00;2;4;3
1004;6.054.801,00;3;4;3
1005;6.263.975,00;7;4;3
1006;6.353.433,00;8;4;3
1007;2.336.727,00;5;3;3
1008;2.342.168,00;6;3;3
1009;2.381.058,00;0;3;3
1010;2.442.001,00;1;3;3
1011;2.425.471,00;2;3;3
1012;2.426.316,00;3;3;3
1013;2.497.823,00;7;3;3
1014;2.557.066,00;8;3;3
1015;6.737.922,00;5;2;3
1016;6.860.210,00;6;2;3
1017;7.040.585,00;0;2;3
1018;7.381.347,00;1;2;3
1019;7.348.357,00;2;2;3
1020;7.403.710,00;3;2;3
1021;7.583.738,00;7;2;3
1022;7.692.178,00;8;2;3
1023;1.983.158,00;5;0;3
1024;1.983.695,00;6;0;3
1025;2.022.158,00;0;0;3
1026;2.041.775,00;1;0;3
1027;2.007.739,00;2;0;3
1028;2.032.425,00;3;0;3
1029;2.104.058,00;7;0;3
1030;2.141.563,00;8;0;3
1031;1.103.366,00;5;1;3
1032;1.087.861,00;6;1;3
1033;1.083.137,00;0;1;3
1034;1.096.713,00;1;1;3
1035;1.087.418,00;2;1;3
1036;1.077.281,00;3;1;3
1037;1.120.880,00;7;1;3
1038;1.128.469,00;8;1;3
1039;4.335,00;5;35;3
1040;4.244,00;6;35;3
1041;4.115,00;0;35;3
1042;4.262,00;1;35;3
1043;4.452,00;2;35;3
1044;4.410,00;3;35;3
1045;4.382,00;7;35;3
1046;4.335,00;8;35;3
1047;1.863.238,00;5;17;3
1048;1.858.457,00;6;17;3
1049;1.906.022,00;0;17;3
1050;1.959.361,00;1;17;3
1051;1.970.252,00;2;17;3
1052;1.964.265,00;3;17;3
1053;2.069.522,00;7;17;3
1054;2.110.924,00;8;17;3
1055;942.191,00;5;13;3
1056;963.908,00;6;13;3
1057;986.576,00;0;13;3
1058;979.066,00;1;13;3
1059;933.033,00;2;13;3
1060;924.667,00;3;13;3
1061;943.329,00;7;13;3
1062;939.222,00;8;13;3
1063;24.505,00;5;14;3
1064;25.490,00;6;14;3
1065;24.716,00;0;14;3
1066;24.379,00;1;14;3
1067;22.909,00;2;14;3
1068;22.892,00;3;14;3
1069;23.415,00;7;14;3
1070;23.213,00;8;14;3
1071;1.179.322,00;5;32;3
1072;1.186.182,00;6;32;3
1073;1.190.606,00;0;32;3
1074;1.209.961,00;1;32;3
1075;1.194.557,00;2;32;3
1076;1.189.701,00;3;32;3
1077;1.230.159,00;7;32;3
1078;1.239.766,00;8;32;3
1079;4.112.788,00;5;31;3
1080;4.099.042,00;6;31;3
1081;4.159.983,00;0;31;3
1082;4.248.098,00;1;31;3
1083;4.224.358,00;2;31;3
1084;4.197.422,00;3;31;3
1085;4.282.945,00;7;31;3
1086;4.322.015,00;8;31;3
1087;214.818,00;5;30;3
1088;221.122,00;6;30;3
1089;228.200,00;0;30;3
1090;236.126,00;1;30;3
1091;237.653,00;2;30;3
1092;240.712,00;3;30;3
1093;254.399,00;7;30;3
1094;261.653,00;8;30;3
1095;71.683,00;5;29;3
1096;74.394,00;6;29;3
1097;78.089,00;0;29;3
1098;81.383,00;1;29;3
1099;80.880,00;2;29;3
1100;79.869,00;3;29;3
1101;84.916,00;7;29;3
1102;86.994,00;8;29;3
1103;341.815,00;5;28;3
1104;341.073,00;6;28;3
1105;357.832,00;0;28;3
1106;375.148,00;1;28;3
1107;371.509,00;2;28;3
1108;364.581,00;3;28;3
1109;382.754,00;7;28;3
1110;391.290,00;8;28;3
1111;303.626,00;5;27;3
1112;287.753,00;6;27;3
1113;293.792,00;0;27;3
1114;298.452,00;1;27;3
1115;295.160,00;2;27;3
1116;297.281,00;3;27;3
1117;307.848,00;7;27;3
1118;308.732,00;8;27;3
1119;55.458,00;5;26;3
1120;56.281,00;6;26;3
1121;56.257,00;0;26;3
1122;57.360,00;1;26;3
1123;57.009,00;2;26;3
1124;55.388,00;3;26;3
1125;56.314,00;7;26;3
1126;57.925,00;8;26;3
1127;65.011,00;5;25;3
1128;64.700,00;6;25;3
1129;66.638,00;0;25;3
1130;68.657,00;1;25;3
1131;68.113,00;2;25;3
1132;68.581,00;3;25;3
1133;70.724,00;7;25;3
1134;58.403,00;8;25;3
1135;39.464,00;5;33;3
1136;40.810,00;6;33;3
1137;42.150,00;0;33;3
1138;43.749,00;1;33;3
1139;45.165,00;2;33;3
1140;42.826,00;3;33;3
1141;44.314,00;7;33;3
1142;30.486,00;8;33;3
1143;74.845,00;5;24;3
1144;73.605,00;6;24;3
1145;72.692,00;0;24;3
1146;72.737,00;1;24;3
1147;71.155,00;2;24;3
1148;72.435,00;3;24;3
1149;77.216,00;7;24;3
1150;78.106,00;8;24;3
1151;28.902,00;5;36;3
1152;29.583,00;6;36;3
1153;29.946,00;0;36;3
1154;29.949,00;1;36;3
1155;29.464,00;2;36;3
1156;30.020,00;3;36;3
1157;31.331,00;7;36;3
1158;26.800,00;8;36;3
1159;75.174,00;5;23;3
1160;77.409,00;6;23;3
1161;77.139,00;0;23;3
1162;74.263,00;1;23;3
1163;76.276,00;2;23;3
1164;75.499,00;3;23;3
1165;73.628,00;7;23;3
1166;74.355,00;8;23;3
1167;448.303,00;5;6;3
1168;444.826,00;6;6;3
1169;438.719,00;0;6;3
1170;422.335,00;1;6;3
1171;416.321,00;2;6;3
1172;417.858,00;3;6;3
1173;430.015,00;7;6;3
1174;427.724,00;8;6;3
1175;1.032.084,00;5;5;3
1176;1.042.533,00;6;5;3
1177;1.050.835,00;0;5;3
1178;1.071.931,00;1;5;3
1179;1.064.281,00;2;5;3
1180;1.063.682,00;3;5;3
1181;1.105.626,00;7;5;3
1182;1.113.038,00;8;5;3
1183;838.094,00;5;21;3
1184;835.175,00;6;21;3
1185;850.465,00;0;21;3
1186;868.166,00;1;21;3
1187;848.338,00;2;21;3
1188;839.145,00;3;21;3
1189;876.699,00;7;21;3
1190;903.670,00;8;21;3
1191;1.290.583,00;5;22;3
1192;1.291.165,00;6;22;3
1193;1.318.129,00;0;22;3
1194;1.320.392,00;1;22;3
1195;1.269.999,00;2;22;3
1196;1.277.038,00;3;22;3
1197;1.312.720,00;7;22;3
1198;1.329.803,00;8;22;3
1199;786.604,00;5;20;3
1200;804.307,00;6;20;3
1201;843.135,00;0;20;3
1202;900.702,00;1;20;3
1203;905.472,00;2;20;3
1204;909.437,00;3;20;3
1205;944.828,00;7;20;3
1206;960.415,00;8;20;3
1207;1.393.958,00;5;18;3
1208;1.386.581,00;6;18;3
1209;1.388.091,00;0;18;3
1210;1.403.272,00;1;18;3
1211;1.404.229,00;2;18;3
1212;1.404.366,00;3;18;3
1213;1.424.248,00;7;18;3
1214;1.426.362,00;8;18;3
1215;3.108,00;5;34;3
1216;3.113,00;6;34;3
1217;3.183,00;0;34;3
1218;3.324,00;1;34;3
1219;3.324,00;2;34;3
1220;3.294,00;3;34;3
1221;3.241,00;7;34;3
1222;3.220,00;8;34;3
1223;1.208.840,00;5;19;3
1224;1.232.622,00;6;19;3
1225;1.292.856,00;0;19;3
1226;1.327.707,00;1;19;3
1227;1.339.335,00;2;19;3
1228;1.351.895,00;3;19;3
1229;1.426.873,00;7;19;3
1230;1.476.800,00;8;19;3
1231;470.180,00;5;16;3
1232;471.738,00;6;16;3
1233;477.748,00;0;16;3
1234;495.197,00;1;16;3
1235;492.538,00;2;16;3
1236;491.331,00;3;16;3
1237;512.910,00;7;16;3
1238;521.156,00;8;16;3
1239;829.338,00;5;15;3
1240;841.617,00;6;15;3
1241;866.367,00;0;15;3
1242;902.145,00;1;15;3
1243;898.816,00;2;15;3
1244;896.096,00;3;15;3
1245;932.044,00;7;15;3
1246;951.451,00;8;15;3
1247;858.110,00;5;12;3
1248;860.007,00;6;12;3
1249;867.187,00;0;12;3
1250;869.012,00;1;12;3
1251;853.929,00;2;12;3
1252;840.807,00;3;12;3
1253;866.140,00;7;12;3
1254;870.719,00;8;12;3
1255;359.325,00;5;11;3
1256;363.739,00;6;11;3
1257;365.689,00;0;11;3
1258;368.398,00;1;11;3
1259;368.298,00;2;11;3
1260;371.805,00;3;11;3
1261;387.728,00;7;11;3
1262;393.868,00;8;11;3
1263;1.224.596,00;5;10;3
1264;1.218.683,00;6;10;3
1265;1.230.217,00;0;10;3
1266;1.230.791,00;1;10;3
1267;1.218.692,00;2;10;3
1268;1.222.518,00;3;10;3
1269;1.251.474,00;7;10;3
1270;1.261.128,00;8;10;3
1271;1.103.015,00;5;8;3
1272;1.100.881,00;6;8;3
1273;1.123.200,00;0;8;3
1274;1.135.226,00;1;8;3
1275;1.108.719,00;2;8;3
1276;1.120.693,00;3;8;3
1277;1.162.123,00;7;8;3
1278;1.173.794,00;8;8;3
1279;1.633.275,00;5;9;3
1280;1.618.520,00;6;9;3
1281;1.647.026,00;0;9;3
1282;1.649.313,00;1;9;3
1283;1.599.927,00;2;9;3
1284;1.593.969,00;3;9;3
1285;1.651.675,00;7;9;3
1286;1.660.270,00;8;9;3
1287;1.965.669,00;5;7;3
1288;1.993.973,00;6;7;3
1289;2.012.317,00;0;7;3
1290;2.081.518,00;1;7;3
1291;2.116.004,00;2;7;3
1292;2.161.480,00;3;7;3
1293;2.253.011,00;7;7;3
1294;2.326.540,00;8;7;3
